rok;kandidatni_strana;poradove_cislo;jmeno;vek;navrhujici_strana;politika_prislusnost;pocet_hlasu_abs;pocet_hlasu_perc;poradi_zvol_nahradnika;mandat
2002;"Unie svobody-Demokratická unie";19;"Janáková Miluška  ";52;"US-DEU";"US-DEU";1064;2.39;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";18;"Hromádko Milan";60;"NK";"BEZPP";5192;2.48;10;""
2006;"Zelená pro Pardubice";23;"Günnerová Lenka Mgr.";52;"SZ";"BEZPP";1775;2.30;20;""
2014;"Naše Pardubice, FairPlay,NK";37;"Filip Vladimír";54;"FairPlay";"FairPlay";482;1.92;"";""
2002;"Česká str.sociálně demokrat.";38;"Urbanová Jana  ";22;"ČSSD";"BEZPP";3448;2.17;31;""
2014;"NEZÁVISLÍ";14;"Kratochvílová Kateřina";28;"NEZ";"BEZPP";208;2.49;"";""
2014;"Svobodní, Strana svobod.občanů";33;"Křivka Lukáš";26;"Svobodní";"Svobodní";711;2.34;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";33;"Špeldová Iva";57;"NK";"BEZPP";1745;2.14;29;""
2018;"Pardubice pro lidi";29;"Kopečný Petr";29;"PPL";"BEZPP";938;2.32;"";""
2014;"TOP 09 a nezávislí";27;"Vilím Ondřej Bc.";25;"NK";"BEZPP";1219;2.29;24;""
2014;"Úsvit přímé demokracie";20;"Neumann Petr";47;"Úsvit";"BEZPP";305;2.40;"";""
2010;"TOP 09 a nezávislí";1;"Němec Jan";39;"TOP 09";"TOP 09";2575;3.36;3;*
2014;"TOP 09 a nezávislí";10;"Sláma Michal Ing. MBA";28;"TOP 09";"TOP 09";1387;2.60;9;""
2018;"ANO 2011";7;"Klčo Robert";48;"ANO";"ANO";6809;2.63;7;*
2006;"Zelená pro Pardubice";13;"Mařas Josef Ing.";50;"SZ";"SZ";1785;2.31;10;""
2014;"DOMOV";17;"Víšková Hana Mgr.";26;"BPI";"BEZPP";175;2.59;"";""
2006;"Koruna Česká (monarch.strana)";1;"Capko Michal";23;""KČ"";""KČ"";465;100.00;"";""
2010;"Česká str.sociálně demokrat.";15;"Dračínská Loosová Martina";32;"ČSSD";"ČSSD";6012;2.60;4;""
2014;"DOMOV";9;"Mičica Dušan JUDr.";31;"BPI";"BEZPP";207;3.06;"";""
2006;"Zelená pro Pardubice";25;"Bejšovcová Eva";54;"NEZ";"NEZ";1642;2.13;22;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";22;"Norek Karel MVDr.";71;"Nestran.";"BEZPP";1115;2.55;21;""
2010;"Občanská demokratická strana";29;"Novák Ladislav";43;"ODS";"ODS";3937;2.42;22;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";35;"Limberková Mária";70;"SPD";"BEZPP";928;2.45;"";""
2010;"TOP 09 a nezávislí";13;"Novotný Petr";24;"TOP 09";"TOP 09";1965;2.56;11;""
2014;"DOMOV";4;"Kliková Milena Ing.";41;"BPI";"BEZPP";225;3.33;"";""
2014;"Strana zelených";12;"Čiháček Jan Ing. arch.";62;"Zelení";"BEZPP";688;2.88;"";""
2010;"Strana Práv Občanů ZEMANOVCI";31;"Štrobl Antonín";57;"SPOZ";"BEZPP";362;2.02;"";""
2010;"Česká str.sociálně demokrat.";4;"Novohradský Vítězslav MUDr. Ph.D.";51;"ČSSD";"ČSSD";6356;2.75;4;*
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";4;"Veselá Anna";40;"KDU-ČSL";"KDU-ČSL";1408;2.70;10;""
2018;"ANO 2011";38;"Hrubý Tomáš";30;"ANO";"BEZPP";5790;2.23;25;""
2018;"Občanská demokratická strana";30;"Heřmanský Petr Ing.";72;"ODS";"ODS";3535;2.49;23;""
2014;"Svobodní, Strana svobod.občanů";9;"Mareš Jiří Ing. Ph.D.";71;"Svobodní";"BEZPP";806;2.65;"";""
2014;"NEZÁVISLÍ";37;"Schwarz Tibor Bc.";30;"NEZ";"BEZPP";171;2.04;"";""
2006;"Občanská demokratická strana";18;"Ministr Petr";45;"ODS";"ODS";9788;2.63;3;""
2006;"Zelená pro Pardubice";28;"Křivka Pavel Ing.";46;"SZ";"SZ";1872;2.43;25;""
2014;"Strana zelených";11;"Skalecká Kamila Bc.";31;"Zelení";"Zelení";648;2.71;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";27;"Bajer Miloslav";54;"NK";"BEZPP";6000;2.86;5;*
2018;"Česká pirátská strana";32;"Veselý Adam Bc.";31;"Piráti";"BEZPP";2558;2.34;27;""
2010;"SDRUŽENÍ PRO PARDUBICE";10;"Hájek Jiří Ing.";49;"NK";"BEZPP";5487;2.62;3;""
2010;"Komunistická str.Čech a Moravy";15;"Filip Lukáš Bc.";30;"KSČM";"BEZPP";2674;2.59;11;""
2018;"Sdružení pro Pardubice";38;"Urbánek Tomáš";51;"NK";"BEZPP";1187;1.98;35;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";25;"Schierová Brunhilda";71;"ALTER";"BEZPP";279;2.04;"";""
2018;"Sdružení pro Pardubice";3;"Beneš Petr Ing.";56;"NK";"BEZPP";1701;2.84;6;""
2010;"PARDUBÁCI";26;"Junek Miloslav MUDr.";58;"ČSR";"BEZPP";2643;2.45;21;""
2010;"Věci veřejné (VV)";37;"Kupková Helena";56;"VV";"BEZPP";680;2.40;"";""
2010;"Volte Pr.Blok www.cibulka.net";5;"Spitzerová Nikola";32;"PB";"BEZPP";266;14.20;"";""
2010;"Komunistická str.Čech a Moravy";35;"Varga Michal Ing.";65;"KSČM";"KSČM";2476;2.40;31;""
2006;"Občanská demokratická strana";25;"Nacu Petra Ing. arch.";35;"ODS";"ODS";9842;2.64;10;""
2006;"Sdružení pro Pardubice";34;"Brendlová Petra BcA.";30;"NK";"BEZPP";4445;2.37;26;""
2002;"Komunistická str.Čech a Moravy";26;"Nechvátal Josef  ";50;"KSČM";"BEZPP";3665;2.51;19;""
2010;"Věci veřejné (VV)";23;"Filipová Šárka";34;"VV";"BEZPP";660;2.32;"";""
2010;"Občanská demokratická strana";39;"Převratský Tomáš";33;"ODS";"ODS";3495;2.15;32;""
2014;"Svobodní, Strana svobod.občanů";14;"Engelmajer Tomáš Ing.";34;"Svobodní";"BEZPP";816;2.68;"";""
2014;"DOMOV";6;"Macák Dušan Mgr.";41;"BPI";"BEZPP";207;3.06;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";5;"Švarc Michal Ing.";26;"SPD";"BEZPP";1070;2.83;"";""
2006;"Česká str.sociálně demokrat.";12;"Kalousek Jiří";59;"ČSSD";"ČSSD";4415;2.59;6;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";28;"Chmelík Martin";47;"SPD";"BEZPP";948;2.51;"";""
2018;"Občanská demokratická strana";20;"Kňava Jaroslav Ing. Lic.";63;"ODS";"ODS";3717;2.62;13;""
2002;"Komunistická str.Čech a Moravy";27;"Melenec Aleš Bc. ";45;"KSČM";"BEZPP";3641;2.49;20;""
2010;"PARDUBÁCI";38;"Rothanzlová Soňa Mgr.";32;"ČSR";"BEZPP";2398;2.22;33;""
2014;"Naše Pardubice, FairPlay,NK";16;"Metelka Jan Mgr.";30;"NK";"BEZPP";655;2.61;"";""
2018;"NAŠE PARDUBICE";32;"Piskač Pavel";57;"NK";"BEZPP";1065;2.22;"";""
2002;"Česká str.sociálně demokrat.";16;"Hanuš Miroslav  ";56;"ČSSD";"ČSSD";4126;2.59;9;""
2014;"Úsvit přímé demokracie";31;"Samek Julius";43;"Úsvit";"BEZPP";277;2.18;"";""
2018;"Česká pirátská strana";7;"Hrubeš Jan Bc. DiS.";23;"Piráti";"Piráti";2993;2.74;2;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";20;"Filip Petr Mgr.";46;"Nestran.";"BEZPP";1412;2.71;20;""
2014;"Naše Pardubice, FairPlay,NK";33;"Komzák Stanislav";56;"NK";"BEZPP";524;2.09;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";24;"Kocián Václav";69;"Nestran.";"BEZPP";1014;2.32;23;""
2014;"DOMOV";15;"Velichová Jana Mgr.";46;"BPI";"BEZPP";168;2.48;"";""
2010;"Suverenita-blok J.Bobošíkové";22;"Michal Zdeněk";76;"Suveren.";"NEZ";416;2.15;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";1;"Fraňková Štěpánka MUDr.";45;"SNK ED";"SNK ED";7789;3.72;2;*
2014;"Česká str.sociálně demokrat.";35;"Vlasák Martin";46;"ČSSD";"ČSSD";2531;2.40;29;""
2018;"PRO Zdraví a Sport";35;"Dmejchalová Lucie";25;"PRO Zdraví";"BEZPP";138;2.04;"";""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";4;"Hemský Petr";55;"NK";"BEZPP";1561;3.40;4;""
2002;"Křesť.demokr.unie-Čs.str.lid.";16;"Sokol Petr  ";34;"KDU-ČSL";"BEZPP";1283;2.66;14;""
2014;"Naše Pardubice, FairPlay,NK";7;"Jaroš Jakub Mgr.";29;"NK";"BEZPP";717;2.86;"";""
2018;"Česká pirátská strana";1;"Karas Ondřej Ing.";34;"Piráti";"Piráti";3392;3.11;3;*
2018;"Pardubice pro lidi";36;"Kolář Jaroslav";52;"PPL";"PPL";866;2.14;"";""
2014;"Komunistická str.Čech a Moravy";29;"Hiemer Jiří";63;"KSČM";"BEZPP";1856;2.47;25;""
2018;"ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU";3;"Škodová Renata";51;"NK";"BEZPP";355;33.42;"";""
2018;"Koalice pro Pardubice";38;"Petráš Jiří Ing. Ph.D.";52;"KDU-ČSL";"BEZPP";1371;1.96;35;""
2010;"Suverenita-blok J.Bobošíkové";19;"Trávníček Petr Ing.";57;"Suveren.";"BEZPP";472;2.44;"";""
2014;"ZEMANOVCI, Sdružení SPO, NK";16;"Luňák Martin";36;"NK";"BEZPP";55;3.41;"";""
2002;"Komunistická str.Čech a Moravy";7;"Kubelka Jakub  ";29;"KSČM";"KSČM";3905;2.67;7;*
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";1;"Lejhanec Jiří Ing.";49;"NK";"BEZPP";2592;5.65;1;*
2018;"Občanská demokratická strana";15;"Žítek Jaroslav  Dipl. tech.";80;"ODS";"ODS";3607;2.54;8;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";1;"Brendl František";38;"ČSR";"ČSR";2558;4.12;1;*
2002;"NEZÁVISLÍ";31;"Jedlička Jiří  ";39;"NEZ";"NEZ";576;1.72;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";18;"Konečný Martin";40;"SPD";"SPD";971;2.57;"";""
2014;"Úsvit přímé demokracie";38;"Kadlec Jan";61;"Úsvit";"BEZPP";263;2.07;"";""
2014;"NEZÁVISLÍ";30;"Šilhánová Zdeňka";64;"NEZ";"BEZPP";165;1.97;"";""
2002;"NEZÁVISLÍ";30;"Bürgerová Kateřina Ing. M.Sc.";35;"NEZ";"BEZPP";799;2.38;"";""
2014;"Úsvit přímé demokracie";8;"Kapráľová Aneta";23;"Úsvit";"BEZPP";328;2.59;"";""
2006;"Česká str.sociálně demokrat.";2;"Tauber Jindřich Mgr.";31;"ČSSD";"ČSSD";4922;2.89;2;*
2002;"Unie svobody-Demokratická unie";6;"Hájek Jiří Ing. ";41;"US-DEU";"US-DEU";1386;3.12;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";37;"Pospíšil Pavel Mgr.";42;"Nestran.";"BEZPP";1242;2.39;35;""
2014;"Občanská demokratická strana";2;"Klimpl Petr Ing.";59;"ODS";"ODS";2635;3.50;1;*
2018;"Sdružení pro Pardubice";6;"Martinec Vladimír";68;"NK";"BEZPP";2511;4.20;2;*
2002;"Naděje";18;"Brendlová Petra  ";26;"N";"BEZPP";938;3.14;"";""
2014;"Svobodní, Strana svobod.občanů";5;"Vítková Kateřina MUDr.";33;"Svobodní";"BEZPP";911;2.99;"";""
2014;"Strana zelených";2;"Pavlů Olga";36;"Zelení";"Zelení";965;4.04;"";""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";5;"Bergová Pavla MVDr.";31;"ALTER";"BEZPP";905;6.63;"";""
2002;"Unie svobody-Demokratická unie";13;"Šamánek Radko Ing. ";47;"US-DEU";"US-DEU";1200;2.70;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";6;"Koláček Michal Ing.";50;"SNK ED";"SNK ED";2557;3.14;2;""
2014;"Svobodní, Strana svobod.občanů";15;"Kupa Lukáš";26;"Svobodní";"Svobodní";779;2.56;"";""
2002;"Unie svobody-Demokratická unie";20;"Štěpánek Ladislav  ";64;"US-DEU";"US-DEU";1058;2.38;"";""
2006;"Česká str.sociálně demokrat.";28;"Majar Tomáš";23;"ČSSD";"ČSSD";4229;2.48;21;""
2002;"Unie svobody-Demokratická unie";22;"Dalecký Bedřich Ing. ";69;"US-DEU";"US-DEU";898;2.02;"";""
2002;"Nezávislí Pardubičtí kandidáti";15;"Nováková Jitka  ";38;"SV SOS";"BEZPP";417;3.81;"";""
2014;"Strana zelených";36;"Hlaváčová Veronika";24;"Zelení";"BEZPP";494;2.07;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";8;"Vavřina Vít Ing.";64;"SNK ED";"SNK ED";5593;2.67;1;""
2006;"Komunistická str.Čech a Moravy";21;"Jeništová Marie";54;"KSČM";"KSČM";2845;2.54;17;""
2014;"Naše Pardubice, FairPlay,NK";15;"Hrnčíř Petr Ing.";49;"NK";"BEZPP";721;2.88;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";33;"Palaščák Daniel Mgr.";33;"ČSR";"BEZPP";1378;2.22;30;""
2018;"Strana soukromníků ČR";18;"Hrabák Michal";34;"Soukromníci";"BEZPP";80;1.94;"";""
2002;"NEZÁVISLÍ";2;"Valenta Miloslav PaedDr. ";43;"NEZ";"NEZ";1916;5.73;"";""
2010;"Věci veřejné (VV)";10;"Koukal Josef";33;"VV";"VV";778;2.74;"";""
2002;"Strana za životní jistoty";7;"Žíla Jaroslav Ing. ";67;"SŽJ";"BEZPP";150;4.34;"";""
2010;"PARDUBÁCI";21;"Caha David";40;"ČSR";"BEZPP";2493;2.31;16;""
2010;"Komunistická str.Čech a Moravy";18;"Dítě Bedřich";57;"KSČM";"BEZPP";2574;2.49;14;""
2010;"Občanská demokratická strana";37;"Pavelka Tomáš";36;"ODS";"ODS";3571;2.19;30;""
2006;"Zelená pro Pardubice";19;"Matrka Aleš Mgr.";52;"NEZ";"BEZPP";1905;2.47;16;""
2002;"Sdružení pro Pardubice";25;"Dobiáš Zdeněk Ing. ";47;"NK";"BEZPP";3267;2.21;18;""
2018;"ČSSD a nestran. pro Pardubice";13;"Shejbalová Jaroslava Mgr.";65;"ČSSD";"ČSSD";1449;2.55;11;""
2006;"Česká str.sociálně demokrat.";23;"Zelenková Ladislava Mgr.";57;"ČSSD";"ČSSD";4384;2.57;16;""
2018;"Pardubice pro lidi";16;"Koželská Ivona";46;"PPL";"BEZPP";1011;2.50;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";28;"Kápičková Naděžda";62;"NK";"BEZPP";4786;2.28;19;""
2018;"PRO Zdraví a Sport";17;"Jehlička Leoš";42;"PRO Zdraví";"BEZPP";126;1.86;"";""
2014;"Strana zelených";19;"Hašková Alena Mgr.";26;"Zelení";"Zelení";628;2.63;"";""
2018;"NAŠE PARDUBICE";23;"Mocek Tomáš Mgr.";39;"NK";"BEZPP";1184;2.47;"";""
2006;"Sdružení pro Pardubice";27;"Müller Jindřich MVDr.";31;"NK";"BEZPP";4761;2.54;19;""
2010;"TOP 09 a nezávislí";31;"Děták Jan";42;"TOP 09";"TOP 09";1658;2.16;28;""
2014;"Úsvit přímé demokracie";17;"Škola Jaroslav";27;"Úsvit";"BEZPP";295;2.32;"";""
2018;"Pardubáci společně";8;"Přikryl Zdeněk Ing.";52;"VČ";"Svobodní";2105;2.41;9;""
2014;"DOMOV";26;"Klusoňová Eva Bc.";58;"BPI";"BEZPP";149;2.20;"";""
2018;"Pardubice pro lidi";6;"Novotný Robert PhDr. MBA";51;"PPL";"BEZPP";1055;2.61;"";""
2014;"Česká str.sociálně demokrat.";28;"Jelínková Marcela";55;"ČSSD";"ČSSD";2608;2.48;22;""
2010;"Zelená pro Pardubice (SZ, NK)";32;"Pitra Stanislav";62;"NK";"BEZPP";396;1.62;"";""
2018;"Koalice pro Pardubice";24;"Moudr František  DiS.";37;"KDU-ČSL";"KDU-ČSL";1656;2.37;21;""
2006;"Zelená pro Pardubice";4;"Vařechová Leona RNDr.";44;"SZ";"SZ";2445;3.17;2;""
2014;"Úsvit přímé demokracie";34;"Filipi Lubomír";54;"Úsvit";"BEZPP";273;2.15;"";""
2010;"Věci veřejné (VV)";27;"Čapek Petr";33;"VV";"BEZPP";676;2.38;"";""
2010;"Věci veřejné (VV)";13;"Seibert Tomáš";38;"VV";"BEZPP";772;2.72;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";14;"Diepold Lukáš Mgr.";33;"ČSR";"BEZPP";1701;2.74;11;""
2010;"Suverenita-blok J.Bobošíkové";14;"Farská Jaroslava";57;"Suveren.";"BEZPP";526;2.72;"";""
2014;"TOP 09 a nezávislí";16;"Pilař Michal";28;"TOP 09";"TOP 09";1281;2.40;13;""
2002;"NEZÁVISLÍ";17;"Ziegler Ladislav Ing. arch. ";71;"NEZ";"BEZPP";750;2.24;"";""
2006;"Občanská demokratická strana";11;"Tichý Milan";50;"ODS";"ODS";9600;2.58;11;*
2006;"Komunistická str.Čech a Moravy";11;"Mareš Zdeněk Ing.";74;"KSČM";"KSČM";2928;2.61;7;""
2018;"ANO 2011";17;"Randák Milan Ing.";56;"ANO";"ANO";6737;2.60;4;""
2014;"Komunistická str.Čech a Moravy";23;"Just František";59;"KSČM";"KSČM";1902;2.53;19;""
2018;"Pardubáci společně";16;"Říhová Renata";46;"STAN";"BEZPP";2127;2.44;12;""
2002;"Komunistická str.Čech a Moravy";6;"Filip Stanislav  ";52;"KSČM";"KSČM";3961;2.71;6;*
2006;"Komunistická str.Čech a Moravy";5;"Kubelka Jakub";33;"KSČM";"KSČM";3019;2.69;1;""
2018;"Sdružení pro Pardubice";33;"Kraus Daniel";33;"SNK ED";"SNK ED";1214;2.03;30;""
2002;"NEZÁVISLÍ";1;"Kovář Jan Ing. arch. ";45;"NEZ";"NEZ";2363;7.06;"";""
2014;"Úsvit přímé demokracie";10;"Pitterle Jan Ing.";26;"Úsvit";"BEZPP";331;2.61;"";""
2002;"Nezávislí Pardubičtí kandidáti";2;"Opočenská Bohdana  ";34;"SV SOS";"BEZPP";942;8.62;"";""
2018;"Česká pirátská strana";28;"Quaiserová Barbora Mgr.";31;"Piráti";"BEZPP";2747;2.51;23;""
2006;"NEZ.DEMOKRATÉ(předs.V.Železný)";6;"Netolický Petr Bc.";24;"NEZ/DEM";"BEZPP";260;15.90;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";34;"Beránek Martin";21;"NK";"BEZPP";1681;2.06;30;""
2010;"Suverenita-blok J.Bobošíkové";17;"Matrka Aleš Mgr.";56;"Suveren.";"BEZPP";518;2.67;"";""
2018;"Pardubice pro lidi";27;"Topol Tomáš";39;"PPL";"PPL";963;2.38;"";""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";35;"Lejhanec Filip";18;"NK";"BEZPP";921;2.01;33;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";17;"Zahradníček Pavel";23;"ALTER";"BEZPP";326;2.38;"";""
2014;"ANO 2011";27;"Bürgerová Kateřina Ing.";47;"ANO";"BEZPP";4629;2.50;16;""
2018;"PRO Zdraví a Sport";16;"Tichý Libor";51;"PRO Zdraví";"ODA";142;2.09;"";""
2018;"Česká pirátská strana";22;"Koukalová Pavla Ing.";27;"Piráti";"BEZPP";2779;2.54;17;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";10;"Mildner Daniel";45;"SPD";"SPD";1008;2.66;"";""
2014;"TOP 09 a nezávislí";32;"Městecký Petr PharmDr.";39;"TOP 09";"TOP 09";1193;2.24;29;""
2018;"Koalice pro Pardubice";39;"Slezák Libor Ing. CSc.";65;"TOP 09";"TOP 09";1378;1.97;36;""
2002;"Naděje";11;"Tamchynová Monika  ";24;"N";"BEZPP";772;2.58;"";""
2002;"Sdružení pro Pardubice";31;"Doležal Jiří Ing. CSc.";50;"NK";"BEZPP";3144;2.13;24;""
2018;"ANO 2011";9;"Hejný Radek Mgr. Bc.";52;"ANO";"BEZPP";7199;2.78;9;*
2014;"Úsvit přímé demokracie";37;"Jeníčková Jaroslava";76;"Úsvit";"BEZPP";246;1.94;"";""
2002;"Křesť.demokr.unie-Čs.str.lid.";37;"Pecnová Pavla  ";32;"KDU-ČSL";"KDU-ČSL";988;2.04;35;""
2014;"DOMOV";28;"Kalhous Milan";48;"BPI";"BEZPP";136;2.01;"";""
2014;"DOMOV";18;"Pohl Josef";58;"BPI";"BEZPP";161;2.38;"";""
2018;"NAŠE PARDUBICE";14;"Šmaha Pavel Ing. CSc.";76;"NK";"BEZPP";1240;2.58;"";""
2010;"PARDUBÁCI";5;"Stehno Lukáš";37;"ČSR";"ČSR";2877;2.66;4;""
2014;"DOMOV";21;"Škůrek Petr";46;"BPI";"BEZPP";158;2.34;"";""
2014;"Občanská demokratická strana";7;"Drahoš Milan";42;"ODS";"ODS";1962;2.60;6;""
2014;"NEZÁVISLÍ";6;"Nosek Milan";55;"NEZ";"BEZPP";262;3.13;"";""
2002;"Česká str.sociálně demokrat.";27;"Marek Bohouš Ing. ";79;"ČSSD";"ČSSD";3744;2.35;20;""
2002;"NEZÁVISLÍ";11;"Lejhanec Jiří Ing. ";37;"NEZ";"BEZPP";2056;6.14;"";""
2010;"Zelená pro Pardubice (SZ, NK)";16;"Valenta Miroslav";50;"SZ";"SZ";515;2.10;"";""
2002;"Naděje";29;"Kaluža Miroslav  ";27;"N";"BEZPP";659;2.21;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";12;"Razskazov Jiří";57;"NK";"BEZPP";2374;2.92;5;""
2018;"Pardubice pro lidi";10;"Vencl Martin";36;"PPL";"BEZPP";1133;2.80;"";""
2010;"Zelená pro Pardubice (SZ, NK)";23;"Blahníková Pavla";45;"SZ";"SZ";442;1.80;"";""
2014;"Česká str.sociálně demokrat.";19;"Kučerová Zdenka";55;"ČSSD";"ČSSD";2662;2.53;13;""
2010;"Strana Práv Občanů ZEMANOVCI";3;"Pecina Josef";52;"SPOZ";"SPOZ";524;2.93;"";""
2002;"Komunistická str.Čech a Moravy";18;"Chládek Václav  ";49;"KSČM";"KSČM";3731;2.55;11;""
2014;"ANO 2011";5;"Menšík Jaroslav Ing. arch.";63;"ANO";"ANO";5363;2.90;4;*
2014;"Sdružení pro Pard. - SNK ED,NK";2;"Beneš Petr Ing.";52;"NK";"BEZPP";2468;3.03;3;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";8;"Šimková Blanka JUDr.";64;"NK";"BEZPP";1628;2.62;6;""
2014;"ANO 2011";1;"Charvát Martin Ing.";41;"ANO";"ANO";5633;3.04;1;*
2006;"Zelená pro Pardubice";32;"Nekovařík Jaromír";44;"NEZ";"NEZ";1746;2.26;29;""
2014;"Svobodní, Strana svobod.občanů";20;"Konstantinov David";26;"Svobodní";"Svobodní";764;2.51;"";""
2018;"NAŠE PARDUBICE";11;"Strnad Pavel";60;"FairPlay";"FairPlay";1243;2.59;"";""
2006;"Sdružení pro Pardubice";36;"Špulák Vladislav";58;"NK";"BEZPP";3943;2.10;28;""
2010;"Komunistická str.Čech a Moravy";13;"Jetmar Josef";50;"KSČM";"KSČM";2663;2.58;9;""
2018;"PRO Zdraví a Sport";23;"Kubíková Renata";53;"PRO Zdraví";"BEZPP";129;1.90;"";""
2010;"PARDUBÁCI";13;"Šubotníková Markéta Mgr.";34;"ČSR";"BEZPP";2686;2.49;8;""
2014;"Úsvit přímé demokracie";16;"Malenovská Helena";60;"Úsvit";"BEZPP";312;2.46;"";""
2014;"Naše Pardubice, FairPlay,NK";27;"Zálabský Jan";24;"NK";"BEZPP";567;2.26;"";""
2018;"PRO Zdraví a Sport";18;"Hofingerová Lenka";44;"PRO Zdraví";"BEZPP";125;1.84;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";12;"Frýda Pavel";53;"SPD";"BEZPP";973;2.57;"";""
2018;"PRO Zdraví a Sport";20;"Štefanová Monika";49;"PRO Zdraví";"BEZPP";130;1.92;"";""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";34;"Široká Michaela";27;"NK";"BEZPP";950;2.07;32;""
2002;"NEZÁVISLÍ";13;"Hrnčál František Ing. ";59;"NEZ";"BEZPP";659;1.97;"";""
2014;"NEZÁVISLÍ";35;"Vinkler Roman";41;"NEZ";"BEZPP";170;2.03;"";""
2014;"Úsvit přímé demokracie";6;"Holická Marta Ing. Mgr.";31;"Úsvit";"BEZPP";401;3.16;"";""
2006;"Komunistická str.Čech a Moravy";39;"Remeš Rudolf Ing.";67;"KSČM";"BEZPP";2513;2.24;35;""
2006;"Občanská demokratická strana";19;"Chlaň Alexander Ing. Ph.D.";31;"ODS";"ODS";9848;2.64;4;""
2014;"Občanská demokratická strana";14;"Příhoda Leoš Ing.";31;"ODS";"ODS";1902;2.52;11;""
2018;"PRO Zdraví a Sport";1;"Máslo Josef";51;"PRO Zdraví";"BEZPP";480;7.09;"";""
2010;"Suverenita-blok J.Bobošíkové";29;"Lank Petr";39;"Suveren.";"BEZPP";431;2.22;"";""
2014;"TOP 09 a nezávislí";4;"Ministrová Ludmila";53;"NK";"BEZPP";1704;3.20;3;*
2018;"Koalice pro Pardubice";5;"Pilař Michal";32;"TOP 09";"TOP 09";1768;2.53;8;""
2010;"PARDUBÁCI";29;"Dufek Petr";30;"ČSR";"BEZPP";2457;2.27;24;""
2010;"SDRUŽENÍ PRO PARDUBICE";35;"Pilný Lukáš Ing.";30;"NK";"BEZPP";4514;2.15;26;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";26;"Mokříž David";19;"ALTER";"BEZPP";337;2.46;"";""
2014;"TOP 09 a nezávislí";33;"Slezáková Lenka";26;"NK";"BEZPP";1166;2.19;30;""
2006;"Komunistická str.Čech a Moravy";23;"Krejčíková Anna";51;"KSČM";"KSČM";2828;2.52;19;""
2014;"Svobodní, Strana svobod.občanů";24;"Svoboda Petr";26;"Svobodní";"Svobodní";740;2.43;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";13;"Kňava Radek";33;"NK";"BEZPP";1978;2.43;9;""
2014;"Naše Pardubice, FairPlay,NK";20;"Kutálek Michal Mgr.";61;"NK";"BEZPP";641;2.56;"";""
2010;"Občanská demokratická strana";35;"Konrád František RNDr. CSc.";63;"ODS";"ODS";3836;2.36;28;""
2018;"Strana soukromníků ČR";8;"Kudrna Jiří";49;"Soukromníci";"BEZPP";100;2.43;"";""
2002;"Křesť.demokr.unie-Čs.str.lid.";33;"Řeháček Vladimír  ";38;"KDU-ČSL";"BEZPP";1016;2.10;31;""
2002;"NEZÁVISLÍ";6;"Podolec Milan  ";52;"NEZ";"NEZ";818;2.44;"";""
2006;"Komunistická str.Čech a Moravy";19;"Fülle Radim";31;"KSČM";"KSČM";2835;2.53;15;""
2014;"Naše Pardubice, FairPlay,NK";29;"Stejskal Ota Mgr.";50;"NK";"BEZPP";599;2.39;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";35;"Pršalová Alena";60;"ČSR";"BEZPP";1261;2.03;32;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";4;"Klose Aleš Ing. arch.";43;"ČSR";"BEZPP";2284;3.68;3;*
2018;"Pardubice pro lidi";31;"Josková Brixí Gabriela";42;"PPL";"BEZPP";926;2.29;"";""
